TITLE,ARTIST,LABEL,NO.,YR,ALBUM/CD TITLE,
"Victors, The","Clay, Tom",MoWest,5002,71, ,
Victory Song,"McDonald, Lonnie",Howdy,1114,7?,,
"Victory, Victory Is Our Cry","Webb, Don",Jessup,960,,,
Vielleicht Wird Die Bombe Schon Scharf Gemacht,"May, Gisela",Amiga ,LP 850 098,6?,Kämpfendes Vietnam,
Viet Cong Girlfriend,MIA's,Lost Records,EP,82,,
Viet Cong Live Next Door,Left,Green World,LP xxxx,,Last Train To Hagerstown ,
Viet Cong Roulette,"Country Gentlemen, The",Itawamba,25071,6?,,
Viet Nam,"Barbour, John",World Pacific,8492,,,
Viet Nam,"Bohlman, Pat & Edwin Maderia",Green Mountain,101,6?, ,
Viet Nam,"Cliff, Jimmy",A&M,1167,70,Songs from a Divided House,
Viet Nam,Dynamic Hughes Gospel Singers,Designer,6913,71, ,
Vietn-Nam,"Gougaud, Henri",Trikont,CD 0375,68,Viet-Nam ,
Viet Nam,"Howard, Otha & Brothers",Dogue Records,DR 1001,?,,
Viet Nam,"Invincibles, The",Invincible,200,, ,
Viet Nam,"Jameson, Bobby",Mira,,67,,
Viet Nam,"Johnson, Curly",Pathway,P-1049,, ,
Viet-Nam  ,Los Nakos,,,,Los Nakos ,
Viet Nam,"Marshall, Gene",Preview,1706,69,,
Viet Nam,"Martin, Dick",Film City,539,6?, ,
Viet Nam,Minutemen,SST,28,84,Double Nickels on the Dime ,
Viet Nam,"Portice, Don & Trail Masters",Ranger ,417,65, ,
Viet Nam,"Robinson, Madame Nellie",Gospel Corner,127,69,,
Viet Nam,"Sims, J.C.",Bigg Tyme,2725,6?, ,
Viet-Nam  ,"Soleville, Francesca",BAM,CD EX 654,68,Et Je T'appelle ,
Viet Nam,"Söllner, Hans & Bayaman' Ssissdem",Trikont,CD 0375,7,Viet Nam,
Viet Nam,Southern Bells,Woodruff,402,68, ,
Viet Nam,"Thomas, B. J.",Hickory,LP 133,66,The Very Best Of.... ,
Viet Nam,"Turner, J. & Walker, T",RCA,LP 8331,6?,,
Viet Nam,Whopper,?,CD,3,No Music Here,
"Viet Nam ""66""","Hatton, Gene & The Randells",Claudette,1,66,,
Viet Nam Beat,"Cain, Tasso & His Matadors",CY,4803,6?,,
Viet Nam Blues,"Carden, Elvis",Trend-Setter,100,,,
Viet Nam Blues,"Dudley, Dave",Mercury,72550,66,Country Shots - God Bless America,
Viet Nam Blues,"Maddox, Sylvia",Duke,408,65,,
Viet Nam Blues,"Williams, Robert Pete",Ahura Mazda,101,71,,
"Viet Nam Blues, The","Sanders, Jack",Dot,16766,65,Next Stop is Vietnam 5,
Viet Nam Bound,"Asher, James Farmer",Asher,812,65,,
Viet Nam Cantata (Peace Lovin' Man),"Sherman, Garry",Buddah,198,70,,
Viet Nam Cantata (Soldiers Recite),"Sherman, Garry",Buddah,198,70,,
Viet Nam Crisis,Young Killer,Straker's Records,5,6?,,
Viet Nam Deck Of Cards,"Sovine, Red",Power Pak,LP 270,75,Phantom 309 ,
Viet Nam Diary,"Coleman, Lynn",Amigo,117,70,,
"Viet-Nam Guitar, The",Blue Cross Trio,Skyland,4056,6?,,
Viet Nam Joe,"Faucett, Ed",Big Red,1236,6?,,
"Viet Nam Song, The","Martin, Dick",Film City,3008,6?, ,
Viet Nam Veterans,Interviews,Scholastic,LP 12004,70,Loyalties: Whose Side Are You On?,
Viet-Nam War,Albatross,Alpenton,70-8-11,70, ,
Viet Nam War (Pt. 1 & Part 2),"Hopkins, Lightnin'",Jewel,LP 5001,68,Talkin' Some Sense ,
Viet Nam War,"Johnson, Murvell",Johnson,101,6?, ,
Viet Nam War Blues,Oblivians,Goner,2 Gone,94,Live In Atlanta ,
"Viet Nam Widow, Almost","Shadwick, Darlene",Pla-Me,3211,6?,,
Viet Nam's Shore,"Harding, Oneda & Confederates",TRC,2094,6?,,
Viet Nama Mama,Thorndike Pickledish Pacifist Choir,Absurd,304,66,,
Viet Vet,"Fartz, The",Alternative Tent./Virus,252,1,What's In A Name ,
Viet Vet,"Jonas, Dick",Erosonic ,Album 5,97,Nickel On The Grass ,
Viet Vet,"Vega, Allan",Celluloid,LP 204 294,81,Collision Drive ,
Viet Vets,RF7,Smoke 7 Records,CD,82,Fall In ,
"Viet War: Ho Chi Minh et al, The",Weather Underground,Folkways,5752,7?,Underground,
"Vietcong, The","Bartz, Gary",Milestone,LP,71,Uhuru ,
Vietcong,"Brugnolini, Alessandro",Sermi,4,65,,
Vietcong,"Reed, Al",Blue Cat,161,6?, ,
Vietcong,Subuse,Motif,Download,9,Vietcong,
Vietcong,We Landed On The Moon,,,,Three Little Wars,
Vietcong Blues,"Wells, Junior Chicago Blues Band",Vanguard,LP (7)9216,66,Best Of The Chicago Blues ,
"Vietcong Live Next Door, The",Left,,,, ,
Viet-Kong'd,"Gerhardt, Terry",Terry Gerhardt,Cassette,93,Muse In The Hole ,
Vietnam,"Abner, Jay",Subliminal,CD,6,One Man Band ,
Vietnam,Albertson & Martz,,Cassette,89, ,
Vietnam,Ashbury Keys,RoundMouth Records,CD,1,Dancers,
Vietnam,Asta-Kask,,,, ,
Vietnam,Cast: Attorney and Clients,Law U Records,LP 7-109,68,"Law, You and The Draft",
Vietnam,"Baker, Phil & the Crosslanders",Narred,1,75,,
Vietnam,Bear Hands,,CD,, ,
Vietnam,"Bell, Barbara",Barbara Bell,mp3,2,The Bull Is Blind,
Vietnam,"Bell, Mariana",,CD,8,Book,
Vietnam,Big Red,EMD Int.,CD,99,Big Redemption ,
Vietnam,Billy-D,Klose Kasket,1910,99,,
Vietnam,Black Sheriff,,CD,, ,
Vietnam,Blind Albert,Vincent Gabriel,CD,5,11 Bravo Vietnam,
Vietnam,Bobby Eagle,Soar,Cas 126,91,"Heroes, Warriors & Saints",
Vietnam,"Bodin, Lars-Gunnar & B.E. Johnson",Sveriges Radio,RELP 5016,66, ,
Vietnam,"Brennan, John Paul",Soundmate,1163,79,,
Vietnam,"Brown, Sammy",Grassroots,1031,73,,
Vietnam,"Calamaro, Andres",CBS ,70-085,89,,
Vietnam,Cheech & Chong,Ode,LP 77010,71,Cheech & Chong ,
Vietnam,Children of the Corn,Varese Sarabande,CD,9,,
Vietnam,"Cliff, Jimmy",Island,3,70,Next Stop is Vietnam ,
Vietnam,Clorox Girls,Smart Guy,CD,4,Clorox Girls ,
Vietnam,Cold Warrior,TMI,807,80, ,
Vietnam,Conflict,Go Kart,CD,1,Only Stupid Bastards Help,
Vietnam,Countdown Singers,Madacy Ent.,CD,99,Roots of Raggae,
Vietnam,"Cox, Izzy",,CD,10,Killing My Mind ,
Vietnam,"Curlywolf, Prescott",Summer Break,CD,4,Arkadelphia ,
Vietnam,Da Kreek,Da Kreek Records,CD,8,Still Ill,
Vietnam,Daft Punk,,CD,, ,
Vietnam,"Dasent, Peter",Q.D.K.,3,91,,
Vietnam,"Davidson, Jody",Jody's World Music,CD,98,Creole Mama,
Vietnam,Demented Are Go!,Harry May,CD,87,Kicked Out Of Hell ,
Vietnam,"De Vol, Frank",MCA,2326,77,,
Vietnam,"Dillon's, Mike Go-Go Jungle",Hyena,mp3,9,Rock Star Bench Press,
Vietnam,DJ Tomac vs. L.I.N.K.,Pias,2036,99,,
Vietnam,"Dowd, Johnny",Koch Records,CD,99,Pictured From Life's Other Side ,
Vietnam,"Edwards, KL",,CD,7,Port-A-Potty Sex,
Vietnam,External Menace,Captain Oi!,CD,1,Pure Punk Rock ,
Vietnam,"Fiore, Nick",?,CD,7,Captain Concrete,
Vietnam,"Flagg, Fannie",Sunflower,5008,71,,
Vietnam,Flower Leperds,Bitzcore,CD,96,More Songs About Dames & Dopes,
Vietnam,"Flu Fly Boyz, The",Oarfin,CD,9,The Outbreak,
Vietnam,"Frederiksen, Lars & Bastards",Hellcat,CD,1,Same ,
Vietnam (Edited),Frisco Kid,Opera House,No #,99,,
Vietnam (Raw),Frisco Kid,Opera House,No #,99,,
Vietnam,Furies,,CD,,,
Vietnam,Graham BLVD,Suite 102,CD,9,1970s Peace & Love,
Vietnam,"Gregory, Dick",Poppy,LP 40008,69,Dick Gregory On,
Vietnam,Half Japanese,50 Skadillion Watts,CD,88,Charmed Life ,
Vietnam,"Happy Hollows, The",,CD,6,Bunnies & Bombs ,
Vietnam,"Harper, Quincy",Big A Dist.,CD,4,Hole In The Wall ,
Vietnam,"Hart, Janey & Olin Berry",Back Forty,6813,68,,
Vietnam,"Hickman, Jay",Laughing Hyena,CD,95,Making People Laugh,
Vietnam,High Priced Help,Jewel,2,67,High Priced Help,
Vietnam,"Hoes, Johnny",Telstar,1219,66, ,
Vietnam,Hysteria Ward,All the Madmen,No #,86, ,
Vietnam,"Jameson, Bobby",Fallout,CD,6,Color Him In ,
Vietnam,"Kaplan, Paul",Folkways,LP 316,73,Broadside Number Seven/Best of...1962-1988,
Vietnam,"Kent, Dick",M.S.R. Records,446,6?, ,
Vietnam,Kiesza,Island,B0021983-02 ,14,Sound of a Woman ,
Vietnam,Killed In Action,Hit Records,CD Hit 1,90,Garage Goodies ,
Vietnam,"Kittner, Dietrich",Philips,885 438,68,Bornierte Gesellschaft,
Vietnam,Klang,Night Sky,CD,96,Tears,
Vietnam,Klinik,Antler Records,LP 056,87,Melting Close + Sabotage ,
Vietnam,"Kolen, Robert",Jalyn,338,69,,
Vietnam,Kriminella Gitarrer,Klippan Records,LP KRX 04351,99,Complete Studio Recordings ,
Vietnam,"La Loca, Chucha",Florida Records,LP 107,66,Chucha La Loca en Vietnam,
Vietnam,"Larimer, Bill",B. Larimer,CD,2,Dreamin' Fool,
Vietnam,"Laurent, Michel",Polydor,2473 070,78,,
Vietnam,"Lenoir, J.B.",CBS (E),LP 62593,65,Alabama Blues ,
Vietnam,"Linard, Sid",Prestige,127,71, ,
Vietnam,Living Dolls,Fine Line,LD1,86,Emotional Parade,
Vietnam,Lords of Light,RNRPR,11,2,,
Vietnam,Lott & Price Band,RIP Records,101,87,,
Vietnam,Madness,,,,,
Vietnam,Magic De Spell,,CD,, ,
Vietnam,Maniacs, Etiquette,ER 007,85,I Spy My Little Eye ,
Vietnam,"McGill, Mike",Zip Zip,30.003,71,,
Vietnam,Miniature Tigers,Modern Art,MA001,8, ,
Vietnam,"Moss, Sam",Earth,1003,6?,,
Vietnam,Motel Motel,,CD,8,New Denver,
Vietnam,New Cuorey,Taurus,101,72,,
Vietnam,New Order,London,CD,3,Hope ,
Vietnam,"Norwood, Johnny",Rock,7677,,,
Vietnam,"Ochs, Phil",Unreleased,CD,,,
Vietnam,"Pankis, Los",DoReMi,142,,,
Vietnam,Paranoia,Rot,ASS11,84,,
Vietnam,"Partin, George C.",Kangaroo,32,65,,
Vietnam,Pittsburgh Phil,Bob Cat,2,8?,,
Vietnam,"Porter, Sam",Nevada,4005,7?,,
Vietnam,Project Pitchfork,Synthetic Symphony,CD,91,Dhyani  ,
Vietnam,Redemption Song,Future Destination,CD 007,3,Plays Dead In Stereo ,
Vietnam,"Reeves, Jason",,CD,3,Make Shift Aircraft ,
Vietnam,Revolutionary Ensemble,ESP ,LP 3007,72,Revolutionary Ensemble,
Vietnam,"Richards, Roy & Ramblers",Studio 1,9,6?, ,
Vietnam,"Robert, Marie-Claude",MP 2000,MP 9,70, ,
Vietnam,"Sappenfield, Carrie J.",Tell International,45-371,?,,
Vietnam,"Sarah Michelles, The",,CD,9,Fabulous,
Vietnam,Satellites,Brickyard,EP,83,"Punk Rock Rarities, Vol. 2 ",
Vietnam,"Sayles, Charlie",Dusty Road,LP 701,76,Raw Harmonica Blues of Charlie Sayles ,
Vietnam,Shibboleth,Shibboleth,CD,3,Shibboleth,
Vietnam,Shoutbus,,CD,99,Ain't That America,
Vietnam,Sinister X,Infinite Illusion,CD,5,X-tras Vol. 1,
Vietnam,"Springsteen, Bruce",Unreleased, ,82,Nebraska (out-take) ,
Vietnam,"Starr, Buddy & Starliners",Kangaroo,32,65, ,
Vietnam,Streetlight,,CD,8,Wolf Notes,
Vietnam,Stry & Stripparna,Heatwork,5,79,,
Vietnam?,"Swift, Rob", ,CD,5,Wargames ,
Vietnam,Synide da Phunkmasta,2376 Records,CD,4,Whatupearth,
Vietnam,Thee Goochi Boiz,Burger,530,13,,
Vietnam,"Thomas, B.J.",Joed,119,66,,
Vietnam,Thorndike Pickledish Choir,Annex Studios,Acetate,6?,,
Vietnam,Tidbits,Fly,12,71,,
Vietnam,Tortoise Corpse,Communique,CD,98,Standard of Misery ,
Vietnam,"Ulman, Marian",Fame,8677,6?, ,
Vietnam,Various Politicians,BFA Educ. Media,Flexi,6?,BFA/CBS News Audio History Series,
Vietnam,"Vincent, Heidi & Mr. Green", ,CD,6,Happy Now ,
Vietnam,Virgin Spring,Kel,8524,6?,,
Vietnam,Vorwerk,,CD,, ,
Vietnam,"Walker, T-Bone",Bluestime,LP 9004,69, ,
Vietnam,"Watson, Noel",Big Time,25,88,,
Vietnam,We Are Wolves,Dare To Care,CD,7,Total Magique ,
Vietnam,"Wenz, Annie",Gypsy Moon Rising,CD,2,Poet's Dance ,
Vietnam,Workin' Muthas,KML,SMEG-8 ,87,Acid Rain,
Vietnam,Y Triban,Cambrian,CEP 472,70, ,
Vietnam (74-93),Thawfor,Ozone,LP,1,Where Thawght Is Worshipped,
Vietnam (Hill 881),Rusted Shut,Emperor Jones,mp3,4,Rehab,
Vietnam (Isn't Over),Moral Disgust,Erosion,29,92,,
Vietnam (Love You Granada),"People, The",MEA,3301,,,
Vietnam (Skit),Killa C,?,CD,6,Old Skewl Killa,
Vietnam (Viet Nam),Shoutbus,Art Monk Const.,CD #20,99,Ain't That America,
Vietnam (We Know Too Many Of These Kids),Seattle Symphony Ork.,Decca,CD,96,Mr. Holland's Opus,
Vietnam (You Son Of A Gun),"Brown, Sammy",Grassroots,1031,73, ,
Vietnam 2,Revolutionary Ensemble,ESP,LP 3007,72,Revolutionary Ensemble,
Vietnam 67,"Magny, Colette",,mp3,8,Vietnam 67/Mai 68 ,
Vietnam 83,Putrid Fever,Spittle,CD,6,Do You Remember,
Vietnam 1964,Sherbets,Sexy Stones,LP 012,1,Vietnamn 1964 ,
Vietnam: A Television History [Theme From],S/T,TeeVee Toons,1800-2,96,"Televison's Greatest Hits, Vol. 6",
Vietnam Baby,"Cook, Roger",,LP,76,Alright,
Vietnam Ballad (An American Remembers),"Drexler, Rachel",Drew,1,86,,
Vietnam Blues,"Brendle, Hardy",B.R.W.,No #,,,
Vietnam Blues,Caravans,,CD,,,
Vietnam Blues,"Carden, Elvis",Guitar House,CD,98,Loving A Soldier ,
Vietnam Blues,"Dupree, Champion Jack",GNP Crescendo,LP 10013,69,Legacy of the Blues ,
Vietnam Blues Pt. 1 & Pt. 2,"Hopkins, Lightning",NME,NAM 1,88,Feel Like I'm Fixin' To Die,
Vietnam Blues,"Inman, Autry",Epic ,LP 26428,68,Ballad Of Two Brothers ,
Vietnam Blues,"Kristofferson, Kris",Monument,CD,93,Singer/Songwriter ,
Vietnam Blues,"Lenoir, J.B.",Polydor,LP 24-4011,66,Down In Mississippi ,
"Vietnam Blues, The","Lintecum, Sarge",Sarge Lintecum,CD,91,Combat Tested Blues For Peace,
Vietnam Blues,"Mann, Steve",Bella Roma Music,LP,69,Straight Life ,
Vietnam Blues,"Milano, Phil",Old Factory,CD,10,It's My Time,
Vietnam Blues,"Owen, Grady",Helton,102,6?,,
Vietnam Blues,"Quick, Tina",Jon-Ark,604,6?,,
Vietnam Blues ,Red Rippers,Bien Hoa Prod.,CD,83,Over There…and Over Here,
Vietnam Blues,"Reed, Dean",Supraphon,LP 1 13 1906,76,"""…A Jeho Svet"" ",
Vietnam Blues,Walpurgis Volta,La Rage,LP Fraction 1,88,Walpurgis Volta ,
Vietnam Blues,"Wells, Junior",Amiga (G),450,66, ,
Vietnam Blues,"Williams, Robert Pete",Ahura Mazda,101,70, ,
Vietnam Blues,"Wilson, Cassandra",Hip-O Records,CD,3,Martin Scorsese Presents The Blues ,
Vietnam Christmas,El Paso V HS Choir,Linjo,112,6?,,
Vietnam/C.I.A.,"Gregory, Dick",Collectables,CD 5769,97,Dick Gregory On,
"Vietnam Corps, The",Various,Kenneth E. Webb,No #,8?, ,
Vietnam Cowboys,"Davies, Ray",New West,CD,8,Working Man's Café ,
Vietnam Cries U.S.A.,Ram Ram Go-Go Biz Man,HG,36,66, ,
Vietnam Dads (I Ain't Mad),Nonfiction,Roughdraft Records,CD,3,Audiobiography ,
Vietnam Days (Instrumental),"Murtha, Gary",Walrus,CD,7,Walrus Days,
Vietnam/Desert Storm ,Black Lodge Singers,Canyon Records,CD,93,Veterans Honor Songs ,
Vietnam Disneyland,"Droge, Dolf",Lansdale Tape,,6?,Next Stop is Vietnam 7,
Vietnam Dream,"Moller, Ted",Em Ar,LP 1004,7?,North of the 49th,
Vietnam Farewell,"Black, John",Silver Star Prod.,CD,91,Vietnam Farewell,
Vietnam Fighters,"Tate, Ben",Ronnie,2259,,,
Vietnam Foreign Correspondent,Peacemakers Band,Almost Paradise,CD,4,Goodbye Free Love ,
"Vietnam, Freedom For Man","Gray, Ronnie",Bobshosky,1,,,
Vietnam Generation,Agent 86,New Wave,32,84,,
Vietnam Glam,Indochine,Ariola,CD,93,Un Jour Dans Notre Vie ,
"Vietnam Guitar, The",Don & Earl,Gospel Time,182,6?,,
"Vietnam Guitar, The",Red River Dave,Vietnam,1,66,Red River Dave Vol. 1,
Vietnam I'm Dreamin' Dreamin' On,"Black, John",57th Street Prod.,CD,3,Meet Me In Vietnam ,
Vietnam Idag,Disfear,Ferald Ward,CD,4,A Brutal Sight Of War ,
Vietnam In Africa,Celebration,Le Kiosk d'Orphee,KO 76.0515,76,,
Vietnam-In-America,Top Dog,On The One Records,1618,94,,
Vietnam-In-America (Inst.),Top Dog,On The One Records,1618,94,,
"Vietnam In The Neighborhood, A",Skitzo Calypso,,CD,8,Burning Down An Empire,
Vietnam Is Back,Aus Rotten,Havoc,7003,94, ,
Vietnam Jungle,"Franke, Christopher",Varese Sarabande,CD,92,Universal Soldier S/T,
"Vietnam Jungle Boot Boogie, The",You Are Home,,mp3,,Twine,
Vietnam Laos Cambodge,Beruriers Noirs,,CD,, ,
Vietnam Letter,"Lane, Welton",Exclusive,2318,,,
Vietnam Love Song,"Collins, Judy",Elektra,LP 75014,71,Living ,
Vietnam Lullaby,"Brand, Curtis",?,CD,7,Out Of The Dust ,
Vietnam Malaria Nostalgia,"Moses, Viking",Marriage Records,CD,5,Crosses/Spenking,
Vietnam Mambo,Pucho,Prestige,426,66,Tough! ,
Vietnam Meisje,Willy,Ideal,509,7?,,
Vietnam Memorial,"Stahl, Jeanie",,mp3,,Best of: Vol. 1,
Vietnam Memories,"McKenna, Bill",F.P.O. San Francisco,Cassette,86,Vietnam: Still Part of Who I Am,
Vietnam Moratorium,"Brynner, Lord",Hilary,406,65, ,
Vietnam Morning,"Murmur, The",,CD,5,Vietnam Morning,
Vietnam Motherfuckers,DJ Boulderdash,,mp3,,Gabberdome: Vol. 6 ,
Vietnam Movies,Birds & Batteries,,mp3,6,Selections From Nature vs. Nature,
Vietnam Mud,Walking Bill & Blanchie Smith,Crusade,LLP 136,6?,,
Vietnam Never Again,"McDonald, Country Joe",One Way,30991,95,Vietnam Experience,
Vietnam Never Happened,"Biafra, Jello",Alternative Tentacles,CD,93,No More Cocoons ,
Vietnam Nightmare,"Ohman, Don",,Download,11,,
Vietnam Perspective,"Brewer, Jimmy",Tara,1004,73,,
Vietnam Polka,"Wally, Li'l & The Harmony Boys",Jay Jay,334,6?, ,
Vietnam Potluck Blues,Rippin,Rippin,CD,98,Rippin,
Viet-Nam Prayer,"Mask, The",It'll Do,1000,,,
Vietnam Prayer,"Temple, Ian",Lanon,No #,, ,
Vietnam Prisoner,"Wolfe, John",Mansion,2992,7?,,
Vietnam Protest Song,Ictus,?,CD,6,EP 3,
Vietnam Reality,"Witt, Gary W.",River Green Music,CD,97,All In Vain,
Vietnam Requiem Part I: The Beginning,"McDonald, Country Joe",One Way,30991,95,Vietnam Experience,
Vietnam Requiem Part II: The End,"McDonald, Country Joe",One Way,30991,95,Vietnam Experience,
Vietnam Rose,"Spotlights, The",Basart,229,6?,,
Vietnam Rose,Tramp,Young Blood,11095,70,,
Vietnam Rose,Whichwhat,Beacon,169,70, ,
Vietnam Rotation Blues,"Pritchett, Lefty",Dee Lark,6951,72, Next Stop is Vietnam,
Vietnam Serenade,Conflict,Mortarhate,CD,84,Increase The Pressure ,
Vietnamn Soldier,Southern Four f/ Jim Dingess,Holy Cross,90713,6?,No Wars In Heaven ,
(Vietnam Soldier And A) Deck Of Cards,"Cook, Bill",Anthem,111,6?, ,
"Vietnam Song, The","Duncan, Little Debbie & Her Twilights",Haven,101,6?, ,
Vietnam Song,Everready,Liquid Meat/Kat,CD,96,Fair Play,
Vietnam Song,"Howard, Otha & Brothers",Dogue,1001,,,
Vietnam Song,"Krug, Manfred",BMG Amiga,CD,97,Anthologie,
Vietnam Song,"Redding, Beaux",59 South Records,CD,1,Dime Box,
Vietnam Song  ,Black Lodge Singers,Canyon Records,CD,93,Veterans Honor Songs,
"Vietnam Song (Sad But True), The","Veteran, A",,,, ,
Vietnam Song (Slow War Dance), Plains Indians,,CD,,Pow Wow Songs of Plains Indians ,
"Vietnam Story, The","Keith, Rodd",Preview,1550,68,,
Vietnam Stranger,"Real Pros, The",Cinema,7359,73,,
Vietnam Sweetheart,"Dough, John",PAMI,70597,70,,
Vietnam Sweetheart,"Keith, Rodd",Preview,1241,67,,
Vietnam Syndrome,Jerry's Kids,Taang Records,CD,83,Is This My World ,
Vietnam To New York,"Budd, Roy",Fonit Centra,ILS 9032,74,,
Vietnam To Saddam,Vision,,mp3,,Love Child,
Vietnam Vacation,Running on Fumes,Fallen Angel,CD,3,Running on Fumes,
Vietnam Vet,"Baraige, Alain",,mp3,,Per Aspera Ad Astra,
Vietnam Vet,"Blue, J.",Private Tape,Cassette,92, ,
Vietnam Vet,"Hallyday, Johnny",Philips,875 416,90,Hallyday Attitude ,
Vietnam Vet,Rocka,,mp3,,Off the Grid,
Vietnam Vet,XEX,Dark Entries,43,81,Change ,
Vietnam Vet Blood Pressure,"David, Jim",Stand Up!,mp3,8,Live From Jimville,
Vietnam Vet Who Cries The,"Duncan, Brenda",Hosanna Records,LP 1355,,He Opened My Eyes,
Vietnam Veteran,"Bailey, Clay",Songs for Sometimes,CD,7,Southern Sometimes ,
Vietnam Veteran,Discussion,Contact/Scholastic,LP 12003,68,Maturity: Growing Up Strong,
Vietnam Veteran  ,"O'Flaherty, Danny",O'Flaherty,CD,5,Heroes ,
"Vietnam Veteran Still Alive, A","McDonald, Country Joe",One Way,30991,95,Vietnam Experience,
Vietnam Veterano,"Reyes, Al",Smithsonian Folkways,SFW40516 ,5,Songs of the Chicano Movement ,
Vietnam Veterans' Song,Mahkato Wacipi,Innova Records,mp3,1,Mahkato Wacipi,
Vietnam Veterinarian,Rye Coalition,Gern Blandsten,CD,6,Curses,
Vietnam Vets,"Barr, Roseanne",Elektra/WEA,CD,90,I Enjoy Being A Girl,
Vietnam Vets,Circle One,,,, ,
Vietnam Vets,Legend,Orillyon,CD,0,Genesis Da Beginning,
Vietnam Victory,"Ho Chi Minh, Jane Fonda et al",,mp3,76,Freedom Archives Roots of Resistance ,
Vietnam - Vietnam,Erste Vietnamesische Fluchtlingchor,,,,,
Vietnam War,"Bizor, Billy",Home Cooking,LP 111,68,Blowin' My Blues Away ,
"Vietnam War, The","Marshall, Gene",Preview,2331,72,,
"Vietnam War And Black Liberation, The","Williams, Robert F.",Alternative Tentacle,CD,5,"Self-Respect, Self-Defense and Self-Determination",
"Vietnam War & State Of The Union…What A Mess, The","Butterworth,Wally",Wally Butterworth,LP No. 45,6?,,
Vietnam War Movie,Shortstack,Free Dirt,LP,10,Please Leave My Mind ,
Vietnam Will Win,Red Star Singers,Paradon,LP 1023,74,Force Of Life ,
Vietnam: Still Part Of Who I Am,"McKenna, Bill",F.P.O. San Francisco,Cassette,86,Vietnam: Still Part of Who I Am,
Vietnam's (Wall Of Reflection ),"Stiles, Tom & Country Revue",Starr,11183,83, ,
Vietnam's Cashews,Mon Electric Bijou,,CD,7,Songs Made From Plastic ,
Vietnam's Victory,"Cardew, Cornelius",Recommended,CD,94,"ReR  Quarterly, Vol. 4",
Vietnamatic ,"Freberg, Stan",Rhino,CD,99,Tip Of The Freberg ,
Vietnamerica,Stranglers,Liberty,BP 405,81, ,
Vietnamese Baby,New York Dolls,Mercury,LP 1675,73,New York Dolls ,
Vietnamese Baby,Poison Idea,Taang Records,LP 63-2,,Blank...Blackout...Vacant ,
Vietnamese Blues,Charged GBH,Relativitiy EMC,LP 8004,83,City Baby's Revenge ,
Vietnamese Boy,Minh Tri & Viet Thi,,CD,, ,
Vietnamese Cowboy,Wallets,Twin/Tone,LP 88154,8?,17 Songs,
Vietnamesische Volkslieder 1,"Minh, Tran Van",,T 76 134,76,Minh Singt…,
Vietnamesische Volkslieder 2,"Minh, Tran Van",,T 76 134,76,Minh Singt…,
Vietnamesisches Liebeslied,"Domröse, Angelica",Amiga (G),LP 850 098,67,Kämpfendes Vietnam,
Vietnow,Rage Against The Machine,Sony,CD,96,Evil Empire ,
"Village, The",Vancouver Symphony Orchestra,Atlantic,81742-2,87,Platoon S/T,
Village Attack/The Arrest,Kitaro,Geffen,CD 24614,93,Heaven & Earth S/T,
Violence And Bloodshed,Manowar,,,87,Fighting The World ,
Violent Demonstrations,"Hewitt, Jerry",Music Mill,1015,,,
Vision At The Peace Table,"Martindale, Wink",Dot,16435,62,,
Vision At The Peace Table,"Rogers, Roy",Capitol,3016,70,,
Vision At The Peace Table,Wilburn Brothers,Decca,LP 75173,70,Little Johnny From Down The Street,
Vision Of My Son,"Ballard, Slim",Shuberd,1002,,,
"Voice From Beyond The Grave, The","Hughey, Carlyle",Chart,5127,,,
"Voice In The Wind, A",Pvt. Abair,Coins,5,,,
Voice Of A P.O.W.,"Willette, Wally",Tops in Music,107,7?,,
Voice Of America,"Ross, Bobby",Constellation,CD,88,Voice of America,
Voice Of Freedom,"Kirk, Jim",Capitol,4834,80,,
Voice of Liberty,"Preston, Bob",Impact,33,6?,,
"Voice Of War, The","Arnold, Alan",EAB,1920,,,
"Volunteer, The ","Inman, Autry",Sims,131,63,,
"Volunteer, The ","Inman, Autry",Jubilee,9018,66,,
Volunteers,Jefferson Airplane,RCA,LP 4238,69,Volunteers ,
Volvamos A Casa (Homeward Bound),"Moorhouse Ork., Alan",Hispa Vox,337-27,66,,
Waist Deep In The Big Muddy,"Gaughan, Dick",Appleseed, CD 1016,96,Sail On ,
Waist Deep In The Big Muddy,"Seeger, Pete",Columbia,44273,67, ,
Wait For Me,Brothers Of Soul,Boo,1006,69,Does Anybody Know I'm Here?,
Wait For Me,"Edwards, Francis",,CD,8,Vietnam Dreamscape,
Wait For Me,Inconquerables,Flodavieur,803,6?,,
"Wait For Me, My Love","Miller, Russ & The Field Brigade",VIP,1006,6?,,
Waitin' For The V.C. To Come,"Parker, Sgt. Gayle",Trump,358,66, ,
Waiting At The Pier,"Bivens, Ernie & Southern Playboys",Flame,7409,6?,,
Waiting Families,"Martin, Michael ",Michael Martin,Cassette,91,The Eagle Has Landed,
Waiting For An Army To Die,"Small, Britt & Festival",Max Stout,Fes #7,87,America Called,
Waiting For Her Soldier,Unknown Artist,,Cassette,3,Vietnam Anthology #2 ,
Waiting For Joey,"Barnes, Ortheia",Coral,62529,6?, ,
Waiting For My Man,Dolly & Fashions,Tri Disc,,,,
Waiting For The Axe To Fall,"Scott-Heron, Gil",,,,Real Eyes ,
Waiting For The Dove,"Grove, George",Timber Grove Music,CD,98,Where Have All The Flowers Gone…,
